id,stepindex,recipe_id,stepamount,steptitle
3585,1,{null},1/2 Shaker,Ice
3589,11,{null},{null},Recommended Black Currant Liqueur: Creme de Cassis
3590,3,{null},2 scoops,Ice Cream (vanilla)
3592,0,{null},{null},Tools: Shaker
3594,7,{null},3 oz,Cream Soda
3598,0,{null},2 oz,Port
3606,2,{null},3 oz,Gin (dry)
3607,5,{null},{null},Place in freezer overnight
3609,2,{null},2 oz,Lemon Juice
3613,1,{null},Fill 1/2,Guiness Stout
3621,0,{null},1 oz,Vodka (raspberry)
3635,7,{null},1/2 oz,Orange Juice
3638,7,{null},{null},Garnish with sprinkle of nutmeg
3640,3,{null},1 oz,Scotch
3652,7,{null},1 slice,Orange
3658,5,{null},1 tsp,Sugar
3659,1,{null},2 oz,Irish Whiskey
3663,5,{null},{null},Strain over ice into glass
3665,0,{null},{null},Tools: Mixing Glass
3666,5,{null},2 oz,Creme de Cacao (white)
3669,5,{null},{null},Recommended Rum: Bacardi 151
3675,7,{null},{null},Strain into glass
3682,9,{null},1 slice,Oranges
3688,5,{null},1/4 oz,Jagermeister
3689,6,{null},{null},Scoop into glass
3690,0,{null},{null},Tools: Shaker
3706,2,{null},1/2 oz,Lime Juice
3707,4,{null},{null},Blend until smooth
3708,8,{null},{null},Garnish with an orange slice and a maraschino cherry
3715,2,{null},{null},In Shot Glass:
3722,4,{null},1/2 oz,Vodka
3727,2,{null},2 oz,Gin
3740,6,{null},{null},Blend
3748,3,{null},3/4 oz,Blue Curacao Liqueur
3750,3,{null},1 tsp,Sugar Syrup
3753,4,{null},1 tsp,Sugar (powdered)
3765,1,{null},Fill 3/4,Ice
3766,4,{null},3-5 drops, Brandy (cherry)
3768,9,{null},Garnish,Lemon
3769,4,{null},2 oz,Water
3772,0,{null},{null},Tools: Shaker
3780,8,{null},1/2 oz,Pineapple Juice
3789,1,{null},Fill 3/4,Ice
3793,5,{null},1 white,Egg
3796,1,{null},1/2 oz,Triple Sec
3798,8,{null},garnish,Cherry
3799,1,{null},1 oz,Claret
3800,0,{null},Fill,Ice
3805,6,{null},{null},Shake
3806,6,{null},{null},Shake
3809,6,{null},1 cup,Ice (crushed)
3810,2,{null},1 oz,Lemon Juice
3830,4,{null},{null},Shake
3850,7,{null},Fill,Ginger Ale
3854,5,{null},1 can,Frozen Lemonade
3855,3,{null},Fill,Club Soda
3859,5,{null},{null},Shake
3873,3,{null},1/2 oz,Irish Cream
3874,0,{null},1/2 tsp,Sugar (powdered)
3876,3,{null},1 oz,Orange Juice
3878,5,{null},{null},Pour into glass
3887,5,{null},{null},Shake
3897,3,{null},{null},Dissolve sugar
3899,6,{null},{null},Shake
3905,2,{null},1 oz,Brandy (cherry)
3907,5,{null},1 oz,Heavy Cream
3918,7,{null},{null},Blend until Smooth
3923,7,{null},{null},Strain into glass
3928,8,{null},{null},Strain into glass
3932,2,{null},2 oz,Bourbon
3934,9,{null},1/2 oz,Pina Colada Mix
3937,2,{null},1 oz,Burgundy Wine (sparkling)
3940,5,{null},{null},Shake
3941,2,{null},3-5,Raspberries
3945,3,{null},1 oz,Lemon Juice
3947,6,{null},{null},Chill Cocktail glass
3953,3,{null},1 tsp,Sugar (superfine)
3963,3,{null},1 oz,Orange Juice
3966,1,{null},1 1/4 oz,Schnapps (butterscotch)
3973,4,{null},{null},Stir
3975,6,{null},{null},Strain into a chilled glass
4005,0,{null},{null},Tools: Mixing Glass
4014,6,{null},GarnishRecommended Peach Liqueur: Southern Comfort,Chocolate Shavings
4015,2,{null},1 tsp,Sugar (superfine)
4019,7,{null},{null},Strain into glass
4024,6,{null},{null},Strain into glass
4026,4,{null},1 1/2 oz,Rum (light)
4045,3,{null},1/2 oz,Maraschino Liqueur
4049,7,{null},{null},Shake
4051,1,{null},1 dash,Bitters
4052,5,{null},{null},Shake
4054,5,{null},{null},Stir well
4060,7,{null},{null},Strain into glass
4066,4,{null},{null},Stir
4072,3,{null},1 1/4 oz,Lemon Juice
4073,10,{null},1 dash,7-Up
4075,8,{null},Garnish,Coconut (shredded)
4078,3,{null},4 oz,Champagne
4082,3,{null},1 tsp,Brandy
4084,2,{null},1 oz,Charleston Follies
4107,2,{null},1 oz,Pineapple Juice
4111,2,{null},1 1/4 oz,Irish Cream
4128,7,{null},1 slice,Apple
4140,6,{null},{null},Strain into glass
4143,6,{null},{null},Garnish with a maraschino cherry and an orange slice
4147,5,{null},Garnish,Lime Peel
4153,7,{null},Garnish,Cherry
4157,0,{null},1/4 oz,Bourbon
4159,3,{null},3 oz,Tequila
4161,1,{null},2 oz,Port (tawny)
4170,6,{null},2 tsp,Lemon Juice
4175,8,{null},1 twist,Lemon Peel
4176,5,{null},{null},Shake Well
4178,5,{null},1/4 oz,Coffee Liqueur
4186,7,{null},Sprinkle,Grated Chocolate
4190,11,{null},{null},Shake
4194,4,{null},Fill,Ice
4204,2,{null},1 tsp,Water
4211,0,{null},{null},Tools: Shaker
4215,0,{null},2 tbsp,Lemon Juice
4217,3,{null},1/2 oz,Anisette
4231,8,{null},1 twist,Lemon
4236,4,{null},1/2 oz,Grand Marnier
4239,5,{null},3 oz,Club soda
4241,1,{null},1 oz,Rum (white)
4254,0,{null},{null},Tools: Shaker
4260,1,{null},Fill,Ice
4271,1,{null},1/2 oz,Rum (light)
4275,6,{null},{null},Strain into Cocktail Glass
4279,7,{null},{null},Garnish with a lemon twist
4281,3,{null},1 1/4 oz,Schnapps (cinammon)
4282,7,{null},{null},Serve with a straw
4295,0,{null},{null},Tools: Mixing Glass
4297,8,{null},1 splash,Grenadine
4300,8,{null},garnish,Cherry
4303,4,{null},1/2 oz,Brandy (apricot)
4310,6,{null},{null},Slide shot glass into pint glass
4321,2,{null},1 oz,Aftershock
4324,5,{null},1/2 tsp,Cointreau
4325,6,{null},1/2 oz,Cherry Brandy
4327,12,{null},{null},Pour into glass
4336,3,{null},{null},Stir until sugar is dissolved
4348,7,{null},1 spiral,Orange Peel
4354,1,{null},{null},Salt
4357,6,{null},{null},Garnish with a maraschino cherry and an orange slice
4370,0,{null},2 tsp,Water
4372,5,{null},{null},Shake
4375,2,{null},1 oz,Gin
4388,6,{null},{null},Garnish with a maraschino cherry and an orange slice
4394,4,{null},1 oz,Tequila
4397,5,{null},{null},Slice Lemon into Rings and add
4399,0,{null},3/4 Fill,Ice
4400,4,{null},{null},Shake
4402,5,{null},1 white,Egg
4411,5,{null},{null},Recommended Brandy: Kirschwasser
4419,4,{null},1 oz,Lime Juice
4425,2,{null},1/2 oz,Rum (gold)
4430,7,{null},{null},Drink quickly or the cream will curdle
4431,5,{null},{null},Recommended Rum: Gosling's Black
4447,1,{null},3 3/4 oz,Gin
4451,7,{null},Garnish,Orange Slice
4460,1,{null},Fill 1/2,Ice
4465,4,{null},1/4 tsp,Maraschino Liqueur
4470,9,{null},{null},Recommended Triple Sec: Cointreau
4476,0,{null},{null},Tools: Blender
4477,7,{null},{null},
4484,6,{null},{null},Strain into glass
4488,6,{null},1,Cherry
4491,5,{null},Fill,Club Soda
4492,1,{null},2 1/2 oz,Vodka
4504,0,{null},{null},Tools: Shaker
4507,1,{null},Fill,Ice
4517,13,{null},1 splash,Heavy cream
4520,4,{null},2 oz,Beer
4521,6,{null},{null},Recommended Vodka: Stolichnaya
4522,5,{null},3 oz,Club soda
4526,6,{null},{null},Stir
4531,0,{null},{null},"Tools:Egg Beater, Blender"
4536,6,{null},{null},Shake
4537,6,{null},1 pinch,Nutmeg
4539,2,{null},{null},Rub rim of glass in lemon juice and dip in salt
4540,1,{null},Fill 3/4,Ice
4561,0,{null},{null},Tools: Shaker
4569,4,{null},1 white,Egg
4577,8,{null},{null},Recommended Irish Whiskey: Jameson
4578,4,{null},Garnish,Lemon Twist
4587,3,{null},1/2 oz,Meyer's Rum (dark)
4590,5,{null},{null},Strain into glass
4597,6,{null},{null},Stir gently
4598,5,{null},{null},Strain into glass
4606,2,{null},1/4 oz,Vermouth (dry)
4615,1,{null},2 oz,Whiskey (blended)
4621,4,{null},{null},Garnish with a lime wedge
4622,2,{null},1 1/2 oz,Gin
4623,0,{null},{null},Tools: Shaker
4636,4,{null},Fill,Champagne
4651,14,{null},{null},Recommended Rum: Malibu
4652,5,{null},Fill,Club Soda
4657,7,{null},Garnish,Cherry (maraschino)
4659,2,{null},1 1/2 oz,Vermouth (dry)
4667,4,{null},{null},Stir
4668,1,{null},1/2 tsp,Sugar
4672,7,{null},{null},Strain into glass
4675,4,{null},3 oz,Coca-Cola
4676,3,{null},3/4 oz,Bourbon
4687,0,{null},1 bottle,Wine (red)
4692,4,{null},1/2 tsp,Grenadine
4696,5,{null},1 twist,Lime Peel
4703,4,{null},{null},Stir
4706,1,{null},1 oz,Vodka
4710,3,{null},4 cubes,Ice
4712,7,{null},1 heaping tsp,Sugar
4717,0,{null},{null},Tools: Shaker
4718,0,{null},{null},Tools: Shaker
4728,6,{null},Float on top,Sambuca (white)
4730,5,{null},Fill,Club Soda
4731,1,{null},1 oz,Tequila (gold)
4739,0,{null},{null},Tools: Shaker
4743,3,{null},{null},Stir
4749,4,{null},1 dash,Celery Salt
4761,3,{null},{null},Stir
4765,9,{null},{null},Recommended Irish Cream: Bailey's
4768,5,{null},{null},Garnish with a lemon peel
4779,1,{null},Fill 3/4,Ice
4784,2,{null},4 oz,Sprite
4787,3,{null},1/2 oz,Triple Sec
4794,4,{null},{null},Stir
4808,3,{null},{null},2 oz Sweet and Sour
4817,1,{null},{null},Cut Lemon and Orange into wedges
4828,8,{null},{null},Garnish with a lemon slice and a cherry
4831,3,{null},1 1/2 oz,Gin
4835,2,{null},1 dash,Bitters
4839,3,{null},1 tsp,Sugar (superfine)
4845,2,{null},1 oz,Vermouth (dry)
4846,8,{null},{null},Heat contents
4855,6,{null},1 tsp,Rum (151 proof)
4868,7,{null},{null},Sprinkle nutmeg or cinammon on top
4871,10,{null},{null},Recommended Coffee Liqueur: Kahlua
4873,2,{null},1 oz,Coffee Liqueur
4888,4,{null},{null},Strain into glass
4894,4,{null},2 tsp,Orange Juice
4897,2,{null},3 oz,Ginger Beer
4902,2,{null},1 oz,Banana Liqueur
4914,4,{null},1 tsp,Sugar (superfine)
4918,3,{null},{null},Stir
4922,0,{null},{null},Tools: Shaker
4933,1,{null},1 oz,Absinthe
4941,3,{null},1 1/4 oz,Maraschino Liqueur
4954,1,{null},Fill 1/2,Ice
4956,2,{null},{null},1 oz Gin
4958,5,{null},1 oz,Grapefruit Juice
4961,2,{null},1 oz,Vodka
4972,4,{null},{null},Repeat 4-5 times
4979,3,{null},{null},Stir until sugar is dissolved
4980,9,{null},{null},Recommended Sparkling Wine: Prosecco
4990,7,{null},{null},Float rum on mixture
4997,3,{null},Fill,Ice Cubes
5010,2,{null},1 oz,Lemon Juice
5018,1,{null},Fill 1/2,Ice
5023,8,{null},garnish,Cherry
5024,8,{null},{null},Flame the sambuca
5025,0,{null},4 tsp,Sugar
5027,0,{null},{null},Tools: Shaker
5039,9,{null},{null},Strain into Goblet
5051,3,{null},1 oz,Whiskey
5055,2,{null},1 juiced,Lemon
5059,4,{null},1 tsp,Brandy (blackberry)
5072,1,{null},2 oz,Rum (black)
5075,5,{null},1 tbsp,Lemon juice
5076,3,{null},1 1/2 oz,Pineapple Juice
5100,5,{null},Garnish,Lemon Twist
5114,3,{null},1 splash,Lime Juice
5115,2,{null},1/2 oz,Curacao
5118,3,{null},{null},Roll Mixture into a second mug
5132,2,{null},1 1/4 oz,Cherry Brandy
5133,6,{null},1 oz,Orange Juice
5134,3,{null},5 oz,Tomato Juice
5136,2,{null},2 oz,Scotch
5139,0,{null},{null},Chill glass
5160,10,{null},{null},Recommended Port: LBV Port
5162,1,{null},{null},1/2 oz Grenadine
5173,5,{null},1/4 oz,Grenadine
5174,0,{null},1 oz,Amaretto
5177,4,{null},2 lb,Sugar (powdered)
5185,8,{null},Garnish,Lemon Zest
5191,4,{null},1,Egg
5197,2,{null},{null},Stir
5206,1,{null},2 oz,Tequila
5213,1,{null},Separate 24,Eggs
5216,7,{null},garnish,Lemon
5219,5,{null},1/4 tsp,Anis
5227,1,{null},Fill 3/4,Ice
5248,3,{null},1 juiced,Orange
5252,4,{null},1 tbsp,Lime Juice
5253,0,{null},{null},Tools: Shaker
5264,0,{null},Fill 3-4 cubes,Ice
5265,6,{null},4 cubes,Ice
5273,2,{null},{null},Ignite Mixture
5289,1,{null},Fill 3/4,Ice
5296,2,{null},1/2 oz,Midori
5306,3,{null},1 tsp,Lemon Juice
5318,3,{null},1 oz,Lemon Juice
5319,1,{null},Fill 3/4,Ice
5332,7,{null},1 oz,Pineapple Juice
5347,1,{null},2 oz,Club Soda
5349,6,{null},1 white,Egg
5360,1,{null},1 oz,Grand Marnier
5364,1,{null},1 oz,Vermouth (sweet)
5366,5,{null},1 slice,Peach
5376,4,{null},2 oz,Gin
5380,7,{null},{null},Strain
5387,4,{null},{null},Add fruit wedges
5390,6,{null},2 dashes,Bitters (orange)
5391,2,{null},24 whites,Eggs
5398,0,{null},{null},Tools: Blender
5405,2,{null},2 oz,Port
5411,6,{null},{null},Do not mix
5421,1,{null}, 2 1/2 oz,water (hot)
5433,5,{null},{null},Shake
5449,7,{null},fill,Cola
5459,2,{null},1 1/2 oz,Rum (light)
5466,1,{null},1/2 oz,Schnapps (raspberry)
5468,0,{null},Fill,Ice
5473,5,{null},{null},Shake
5491,7,{null},{null},Shake well
5503,2,{null},{null},Tea (hot)
5514,0,{null},3-4,Ice (cube)
5520,4,{null},Fill 2/3,Sour Mix
5521,0,{null},3-4 cubes,Ice
5528,0,{null},3-4 Cubes,Ice
5538,5,{null},1/4 tsp,Horseradish
5543,6,{null},1/3 cup,Sparkling Wine
5545,3,{null},{null},Beat until stiff
5546,0,{null},{null},Tools: Blender
5547,7,{null},{null},Stir
5552,2,{null},2 oz,Bourbon
5557,6,{null},{null},Strain into glass
5558,5,{null},1 oz,Cranberry Juice
5577,4,{null},3 oz,Club Soda
5578,0,{null},1/2 tsp,Sugar (powdered)
5583,3,{null},1 tsp,Sugar
5589,6,{null},{null},Strain into glass
5598,5,{null},2 tbsp,Sugar
5618,1,{null},2 slices,Lime
5630,0,{null},Fill 1/2,Ice
5652,8,{null},{null},Strain into glass
5656,3,{null},1 1/2 tsp,Triple Sec
5665,0,{null},Fill 1/2,Ice
5676,5,{null},{null},Shake
5678,5,{null},{null},Stir
5685,5,{null},{null},Shake
5687,7,{null},{null},Recommended Coffee Liqueur: Tia Maria
5688,0,{null},{null},Tools: Shaker
5691,0,{null},1/2 oz,Vodka
5694,4,{null},2 oz,Orange Juice
5695,8,{null},{null},Strain into glass
5701,0,{null},{null},Tools: Shaker
5702,6,{null},2 dashes,Tabasco Sauce
5706,1,{null},1 oz,Whiskey (blended)
5714,3,{null},2 dashes,Bitters
5715,4,{null},1 oz,Cream of Coconut
5717,8,{null},{null},Serve with a straw
5727,1,{null},1 Squeeze,Lime
5740,2,{null},{null},Muddle limes and sugar
5743,6,{null},1 oz,Brandy
5747,1,{null},1 cup,Ice
5767,7,{null},Garnish,Pineapples
5769,6,{null},{null},Pour over ice
5771,4,{null},1 oz,Lemonade
5773,0,{null},Fill 1/2,Ice
5785,6,{null},{null},Strain into glass
5799,6,{null},{null},Strain into glass
5800,4,{null},1 tsp,Sugar (superfine)
5807,1,{null},3/4 oz,Galliano Herbal Liqueur
5814,0,{null},{null},Tools: Shaker
5836,1,{null},2 oz,Gin
5837,8,{null},{null},Recommended Whiskey: Southern Comfort
5850,12,{null},Garnish,Lime
5855,4,{null},{null},Stir
5857,7,{null},garnish,Melon Ball
5859,0,{null},{null},Tools: Muddler or Spoon
5866,0,{null},{null},Tools: Shaker
5867,4,{null},1/2 oz,Grenadine
5868,2,{null},Fill 1/2,Cola
5872,7,{null},3 dashes,Worcestershire Sauce
5877,7,{null},{null},Chill overnight
5881,9,{null},Garnish,Cherry
5901,0,{null},1/2 oz,Creme de Cassis
5903,2,{null},4 oz,Gin
5907,5,{null},{null},Add sugar gradually
5909,1,{null},Fill 3/4,Ice
5911,3,{null},1/2 oz,Blue Curacao
5921,7,{null},{null},Garnish with an orange slice
5923,2,{null},1 1/2 oz,Vodka
5931,3,{null},1 1/3 oz,Vodka (cranberry)
5933,5,{null},{null},Shake
5953,0,{null},2 1/2 oz,Bourbon
5957,8,{null},Garnish,Cherries
5960,4,{null},Garnish,Cherry
5969,5,{null},4 dashes,Bitters (Orange)
5986,7,{null},3 oz,Club soda
5992,2,{null},3/4 oz,Grand Marnier Orange Liqueur
5994,1,{null},1 oz,Vodka
6008,2,{null},1 oz,Lemon Juice
6022,5,{null},1 tsp,Sugar
6027,8,{null},{null},Shake
6028,0,{null},{null},Tools: Shaker
6036,4,{null},{null},Recommended Rum: Captain Morgan's
6037,3,{null},1 tbsp,Vodka
6040,1,{null},Fill 1/2,Ice
6043,6,{null},2 tsp,Cinnamon
6049,6,{null},garnish,Lime
6051,3,{null},Fill 1/2,Ginger Ale
6059,5,{null},{null},Garnish with a maraschino cherry and an orange twist
6068,1,{null},4,Mint Leaves
6071,3,{null},4 oz,Cranberry Juice
6075,8,{null},16 oz,Ginger Ale
6080,2,{null},1 1/2 oz,Gin
6084,2,{null},1/2 oz,Triple Sec
6087,1,{null},4 1/2 oz,White Wine
6091,3,{null},4 oz,Pineapple Juice
6139,0,{null},{null},Tools: Shaker
6143,8,{null},Garnish,Cherry (maraschino)
6152,2,{null},1 oz,Blue Curacao
6163,3,{null},1/2 oz,Cognac
6166,3,{null},{null},Stir
6171,3,{null},1 oz,Orange Juice
6172,6,{null},1,Egg
6183,5,{null},{null},Strain into glass
6186,4,{null},{null},Stir
6195,12,{null},1/2 jigger,Brandy
6197,2,{null},2 cups,Gelato (lemon)
6199,2,{null},1 oz,Vodka
6200,0,{null},2 cups,Lemon Juice
6203,9,{null},{null},Pour into glass
6204,4,{null},2 oz,Orange Juice
6217,7,{null},1/2 oz,Vanilla Extract
6222,2,{null},{null},Garnish with a lemon twist
6233,2,{null},2 tsp,Water
6237,0,{null},3-4 Cubes,Ice
6243,0,{null},1 cup,Tea
6244,1,{null},Fill 1/2,Ice
6251,3,{null},1/2 oz,Lemon Juice
6252,0,{null},Fill 1/2,Ice
6257,1,{null},1 1/2 oz,Tequila
6269,0,{null},{null},Tools: Shaker
6285,3,{null},{null},Lemonade
6290,5,{null},{null},Stir thoroughly
6291,4,{null},2 oz,Orange Juice
6303,7,{null},{null},Shake
6305,2,{null},8 oz,Hawaiian Punch
6314,4,{null},1/2 oz,Galliano
6326,0,{null},{null},Tools: Shaker
6328,0,{null},1 oz,Midori
6342,9,{null},Garnish,Orange slice
6345,10,{null},Garnish,Celery
6348,0,{null},{null},Tools: Shaker
6349,1,{null},Fill 3/4,Ice
6357,3,{null},{null},Recommended: a very dry white wine
6362,3,{null},1 oz,Sambuca (black)
6367,4,{null},{null},Shake
6371,4,{null},1/2 tsp,Sugar (superfine)
6372,4,{null},1 tbsp,Limoncello Lemon Liqueur
6376,5,{null},1 slice,Lemon
6380,6,{null},{null},Garnish with a slice of lemon
6382,0,{null},3/4 oz,Cream de Cacao
6383,8,{null},12 yolks,Eggs
6384,4,{null},12 oz,Brandy
6388,3,{null},{null},Stir
6392,3,{null},1 tsp,Sugar (powdered)
6403,1,{null},Fill 1/2,Ice
6406,2,{null},2 oz,Rum (dark)
6422,5,{null},Garnish,Lime
6426,1,{null},1 cup,Sugar (superfine)
6428,1,{null},1 1/2 oz,Rum (dark)
6429,1,{null},{null},Chill 4 Champagne Flutes
6432,0,{null},3/4 oz,Schnapps (Peppermint)
6434,4,{null},1/4 oz,Sugar Syrup
6448,5,{null},{null},Blend
6456,8,{null},{null},Strain into glass
6468,1,{null},3 oz,Sherry
6479,0,{null},Fill glass,Ice
6480,1,{null},2 oz,Jaloviina
6481,1,{null},1 1/2 oz,Spiced Rum
6488,0,{null},{null},Tools: Shaker
6494,4,{null},{null},Shake
6496,0,{null},{null},Tools: Shaker
6498,3,{null},4 oz,Pineapple Juice
6506,4,{null},1 oz,Madeira
6510,5,{null},{null},Garnish with Twist of orange
6511,11,{null},Garnish,Lemon
6516,2,{null},1 oz,Rum (white)
6519,4,{null},3/4 oz,Lemon Juice
6521,5,{null},{null},Stir
6522,2,{null},6 oz,Dr. Pepper
6524,4,{null},{null},Muddle into paste
6529,0,{null},Fill 1/2,Ice
6532,6,{null},{null},Pour into glass
6534,0,{null},Rim glass,Salt
6539,1,{null},Fill 3/4,Ice
6542,0,{null},{null},Tools: Shaker
6543,0,{null},{null},Tools: Shaker
6547,2,{null},{null},Stir until sugar is dissolved
6550,1,{null},Fill 3/4,Ice
6553,2,{null},{null},Stir
6555,1,{null},3/4 oz,Schnapps (peppermint
6556,9,{null},{null},Blend until smooth
6563,2,{null},2 oz,Rum (light)
6564,0,{null},Fill,Ice
6565,3,{null},2 oz,Rum (light)
6574,5,{null},1 tsp,Sugar
6575,2,{null},1 1/2 oz,Rum (light)
6577,10,{null},Fill 4/5,Clamato Juice
6586,6,{null},2 dashes,Onion Powder
6589,2,{null},1/4 oz,Orange Liqueur
6595,0,{null},Fill,Ice
6596,3,{null},Fill 1/2,Lemonade
6606,4,{null},Fill,Iced Tea
6613,4,{null},2 dashes,Peychaud Bitters
6628,2,{null},1,Strawberry
6639,6,{null},1 white,Egg
6641,1,{null},1 1/2 oz,Vodka
6646,9,{null},6 leaves,Mint
6665,2,{null},6 dashes,Worcestershire Sauce
6666,0,{null},{null},Tools: Shaker
6682,7,{null},1/2 oz,Lemon Juice
6686,8,{null},{null},Strain into glass
6688,6,{null},{null},Garnish with a lemon wedge and a sprig of rosemary
6721,5,{null},{null},Stir
6723,3,{null},1 1/2 tsp,Triple Sec
6741,11,{null},1/2 oz,Lime Juice
6742,5,{null},1/2 oz,Aperol
6744,7,{null},{null},Shake
6750,1,{null},Fill 3/4,Ice
6761,3,{null},Fill to 1/2,Lemonade
6773,4,{null},Fill,Iced Tea
6793,7,{null},3 dashes,Celery Salt
6796,5,{null},2 dashes,Garlic Powder
6798,3,{null},{null},Muddle strawberry and add to shaker
6799,9,{null},2 oz,Vodka
6804,10,{null},{null},Shake
6807,2,{null},1/2 oz,Sherry (dry)
6808,1,{null},1 1/4 oz,Vodka
6814,0,{null},Fill,Ice
6818,9,{null},{null},Garnish with a sprig of mint
6830,3,{null},4 dashes,Tabasco Sauce
6839,4,{null},1 1/2 oz,Rum (light)
6843,6,{null},{null},Garnish with a lemon wedge
6853,8,{null},2 dashes,Bitters (orange)
6862,1,{null},Fill,Ice
6869,4,{null},1 tbsp,Lime Juice
6872,1,{null},Fill 1/2,Ice
6886,6,{null},1/2 oz,Agave Nectar
6911,12,{null},{null},Garnish with a celery stalk and a lime wedge
6922,0,{null},{null},Tools: Shaker
6926,0,{null},{null},Rim glass with Salt
6940,8,{null},2 dashes,Pepper
6942,11,{null},{null},Double strain into ice filled glass
6946,5,{null},{null},Stir
6956,5,{null},1 tbsp,Tobasco Sauce
6963,5,{null},2 dashes,Garlic Powder
6964,2,{null},6 dashes,Worcestershire Sauce
6975,1,{null},Fill 1/2,Ice
6977,3,{null},1 pinch,Salt
6994,2,{null},1 tsp,Worcestershire Sauce
7019,7,{null},3 dashes,Celery Salt
7050,0,{null},1 yolk,Egg
7059,11,{null},1/2 oz,Lime Juice
7065,12,{null},{null},Garnish with a celery stalk and a lime wedge
7070,0,{null},{null},Rim glass with Salt
7076,10,{null},Fill 4/5,Clamato Juice
7080,1,{null},{null},Do not break yolk
7081,6,{null},2 dashes,Onion Powder
7083,3,{null},4 dashes,Tabasco Sauce
7092,8,{null},2 dashes,Pepper
7094,4,{null},1 pinch,Pepper
7097,4,{null},2 dashes,Peychaud Bitters
7098,9,{null},2 oz,Vodka
